SKU,Main product,Name,Lu01 group,vis group,diff primary,diff sec,Produktfamilie,Category,Type
3805740,PRISMACOB,PrismaCob+ GU10 6W WarmDim Ra95 Grå,,,,,Prismacob,Light bulbs,Product
3805741,PRISMACOB,PrismaCob+ GU10 6W WarmDim Ra95 Hvit,,,,,Prismacob,Light bulbs,Product
3225372,REHABPLATE,Rehabplate Rund 130mm Børstet Stål,,,,,,Downlight accessories,Accessories
3225370,REHABPLATE,Rehabplate Rund 130MM Matt Hvit,,,,,,Downlight accessories,Accessories
3225373,REHABPLATE,Rehabplate Rund 130MM Matt Sort,,,,,,Downlight accessories,Accessories
3225379,REHABPLATE,Rehabplate Rund 180mm Børstet Stål,,,,,,Downlight accessories,Accessories
3225377,REHABPLATE,Rehabplate Rund 180MM Matt Hvit,,,,,,Downlight accessories,Accessories
3225380,REHABPLATE,Rehabplate Rund 180MM Matt Sort,,,,,,Downlight accessories,Accessories
3225387,REHABPLATE,Rehabplate Rund 215MM Børstet Stål,,,,,,Downlight accessories,Accessories
3225385,REHABPLATE,Rehabplate Rund 215MM Matt Hvit,,,,,,Downlight accessories,Accessories
3225388,REHABPLATE,Rehabplate Rund 215MM Matt Sort,,,,,,Downlight accessories,Accessories
3109280,RETINA CROSS,Retina Cross 18W IP65 Grafitt,,,,,Retina,Ceiling- and wall luminaire,Product
3109296,RETINA CROSS,Retina Cross 18W IP65 Hvit,,,,,Retina,Ceiling- and wall luminaire,Product
3109297,RETINA CROSS,Retina Cross 18W IP65 Sølv,,,,,Retina,Ceiling- and wall luminaire,Product
3109411,RETINA CROSS,Retina Cross LED 12W IP65 Grafitt,,,,,Retina,Ceiling- and wall luminaire,Product
3109412,RETINA CROSS,Retina Cross LED 12W IP65 Hvit,,,,,Retina,Ceiling- and wall luminaire,Product
3109410,RETINA CROSS,Retina Cross LED 12W IP65 Sølv,,,,,Retina,Ceiling- and wall luminaire,Product
3109430,RETINA Eyelid,Retina Eyelid LED 12W IP65 Grafitt,,,,,Retina,Ceiling- and wall luminaire,Product
3109432,RETINA Eyelid,Retina Eyelid LED 12W IP65 Hvit,,,,,Retina,Ceiling- and wall luminaire,Product
3109431,RETINA Eyelid,Retina Eyelid LED 12W IP65 Sølv,,,,,Retina,Ceiling- and wall luminaire,Product
3109401,RETINA,Retina LED 12W IP65 Grafitt,,,,,Retina,Ceiling- and wall luminaire,Product
3109402,RETINA,Retina LED 12W IP65 Hvit,,,,,Retina,Ceiling- and wall luminaire,Product
3109400,RETINA,Retina LED 12W IP65 Sølv,,,,,Retina,Ceiling- and wall luminaire,Product
3109406,RETINA,Retina LED 12W Sensor IP65 Grafitt,,,,,Retina,Ceiling- and wall luminaire,Product
3109407,RETINA,Retina LED 12W Sensor IP65 Hvit,,,,,Retina,Ceiling- and wall luminaire,Product
3109405,RETINA,Retina LED 12W Sensor IP65 Sølv,,,,,Retina,Ceiling- and wall luminaire,Product
3109650,RETINA,Retina Maxi 23W IP65 Grafitt,,,,,Retina,Ceiling- and wall luminaire,Product
3109652,RETINA,Retina Maxi 23W IP65 Hvit,,,,,Retina,Ceiling- and wall luminaire,Product
3109651,RETINA,Retina Maxi 23W IP65 Sølv,,,,,Retina,Ceiling- and wall luminaire,Product
3109665,RETINA,Retina Maxi Sensor 23W 4000K IP65 Grafitt,,,,,Retina,Ceiling- and wall luminaire,Product
3109653,RETINA,Retina Maxi Sensor 23W IP65 Grafitt,,,,,Retina,Ceiling- and wall luminaire,Product
3109655,RETINA,Retina Maxi Sensor 23W IP65 Hvit,,,,,Retina,Ceiling- and wall luminaire,Product
3109654,RETINA,Retina Maxi Sensor 23W IP65 Sølv,,,,,Retina,Ceiling- and wall luminaire,Product
3109421,RETINA Stripe,Retina Stripe LED 12W IP65 Grafitt,,,,,Retina,Ceiling- and wall luminaire,Product
3109422,RETINA Stripe,Retina Stripe LED 12W IP65 Hvit,,,,,Retina,Ceiling- and wall luminaire,Product
3109420,RETINA Stripe,Retina Stripe LED 12W IP65 Sølv,,,,,Retina,Ceiling- and wall luminaire,Product
3105830,SE7EN,"SE7EN LED Pullert 5,6W 3000K Mørk grå",,,,,Se7en,Inground and bollards,Product
1405912,SERVICEPAKKE,Servicepakke Dimmer Sort,,,,,Unidim,Downlight accessories,Accessories
1405911,SERVICEPAKKE,Servicepakke Dimmer Sølv,,,,,Unidim,Downlight accessories,Accessories
1405918,SERVICEPAKKE,Servicepakke UniDim Duo Sort,,,,,Unidim,Downlight accessories,Accessories
3109492,SIROCCO,Sirocco Wall Asym LED 54W 4000K Grafitt,,,,,Sirocco,Spotlight and floodlight,Product
3306761,MIR accessories,Skjøt 100 cm. Mir LED,,,,,Mir,Track lighting accessories,Accessories
3306760,MIR accessories,Skjøt 50 cm. Mir LED,,,,,Mir,Track lighting accessories,Accessories
3109456,SONIC ARM,Sonic Medium Arm LED 38W 3000K 19° Grafitt,,,,,Sonic,Spotlight and floodlight,Product
3109459,SONIC,Sonic Medium COB REFLECTOR 43D,,,,,Sonic,Spotlight and floodlight,Product
3109452,SONIC SPOT,Sonic Medium LED 38W 3000K 19° Grafitt,,,,,Sonic,Spotlight and floodlight,Product
3109782,SONIC MAST,Sonic Medium Mast 38W 43g 3000K Grafitt,,,,,Sonic,Spotlight and floodlight,Product
3109263,SONIC SPOT,"Sonic Mini 6,5W GU10 LED IP65 Grafitt",,,,,Sonic,Spotlight and floodlight,Product
3109264,SONIC ARM,"Sonic Mini Arm GU10 6,5W LED IP65 Grafitt",,,,,Sonic,Spotlight and floodlight,Product
3109454,SONIC ARM,Sonic Mini Arm LED 13W 3000K 25° Grafitt,,,,,Sonic,Spotlight and floodlight,Product
3109458,SONIC,Sonic Mini COB REFLECTOR 55D,,,,,Sonic,Spotlight and floodlight,Product
3109450,SONIC SPOT,Sonic Mini LED 13W 3000K 25° Grafitt,,,,,Sonic,Spotlight and floodlight,Product
3109780,SONIC MAST,Sonic Mini Mast 13W 25g 3000K Grafitt,,,,,Sonic,Spotlight and floodlight,Product
3109781,SONIC MAST,Sonic Mini Mast 13W 55g 3000K Grafitt,,,,,Sonic,Spotlight and floodlight,Product
3105810,TILO COB Outdoor,Tilo Cob Outdoor Hvit,,,,,Tilo,Downlight,Product
3105812,TILO COB Outdoor,Tilo Cob Outdoor Sølv,,,,,Tilo,Downlight,Product
3225317,Tilo Cob+,Tilo Cob+ LED 10W Børstet Stål,,,,,Tilo,Downlight,Product
3225316,Tilo Cob+,Tilo Cob+ LED 10W Matt Hvit,,,,,Tilo,Downlight,Product
3225318,Tilo Cob+,Tilo Cob+ LED 10W Matt Sort,,,,,Tilo,Downlight,Product
3109555,Tilo Cob+ Outdoor,Tilo Cob+ Outdoor LED 10W Matt Hvit,,,,,Tilo,Downlight,Product
3225560,TILO Soft Cob,Tilo Soft Cob 8W MattHvit,,,,,Tilo,Downlight,Product
3225322,TILO Soft Cob+,Tilo Soft Cob+ LED 10W Børstet Stål,,,,,Tilo,Downlight,Product
3225320,TILO Soft Cob+,Tilo Soft Cob+ LED 10W Matt Hvit,,,,,Tilo,Downlight,Product
3225321,TILO Soft Cob+,Tilo Soft Cob+ LED 10W Matt Sort,,,,,Tilo,Downlight,Product
3224891,Titan accessories,Titan Endekappe Hvit,,,,,Titan,Track lighting accessories,Accessories
3229406,Titan accessories,Titan Endekappe Sort,,,,,Titan,Track lighting accessories,Accessories
3224996,TITAN Kony Spot,Titan Kony Spot Led Matt Hvit,,,,,Kony,Track lighting,Product
3224997,TITAN Kony Spot,Titan Kony Spot Led Matt Sort,,,,,Kony,Track lighting,Product
3224994,Titan Kony Track 3 Spot,Titan Kony Track 3 Spot LED Matt Hvit,,,,,Kony,Track lighting,Product
3224995,Titan Kony Track 3 Spot,Titan Kony Track 3 Spot LED Matt Sort,,,,,Kony,Track lighting,Product
3229408,Titan accessories,Titan L-Skjøt Sort,,,,,Titan,Track lighting accessories,Accessories
3229300,Titan accessories,Titan Midttilkobling Hvit,,,,,Titan,Track lighting accessories,Accessories
3229409,Titan accessories,Titan Midttilkobling Sort,,,,,Titan,Track lighting accessories,Accessories
3229303,Titan accessories,Titan Pendeladapter Hvit,,,,,Titan,Track lighting accessories,Accessories
3229414,Titan accessories,Titan Pendeladapter Sort,,,,,Titan,Track lighting accessories,Accessories
3224895,Titan accessories,Titan Skinneskjøt Hvit,,,,,Titan,Track lighting accessories,Accessories
3229407,Titan accessories,Titan Skinneskjøt Sort,,,,,Titan,Track lighting accessories,Accessories
3224973,Titan accessories,Titan T Kobling Hvit Høyre,,,,,Titan,Track lighting accessories,Accessories
3229413,Titan accessories,Titan T Kobling Sort Høyre,,,,,Titan,Track lighting accessories,Accessories
3229308,Titan accessories,Titan Takpunkt for skinne Hvit,,,,,Titan,Track lighting accessories,Accessories
3229309,Titan accessories,Titan Takpunkt for skinne Sort,,,,,Titan,Track lighting accessories,Accessories
3229306,Titan accessories,Titan Takpunkt For Spot Hvit,,,,,Titan,Track lighting accessories,Accessories
3229410,Titan accessories,Titan Takpunkt For Spot Sort,,,,,Titan,Track lighting accessories,Accessories
3224897,Titan accessories,Titan Tilbehør L-Skjøt Hvit,,,,,Titan,Track lighting accessories,Accessories
3224893,Titan accessories,Titan Tilkobling 240V Hvit Høyre,,,,,Titan,Track lighting accessories,Accessories
3224971,Titan accessories,Titan Tilkobling 240V Hvit Venstre,,,,,Titan,Track lighting accessories,Accessories
3229412,Titan accessories,Titan Tilkobling 240V Sort Høyre,,,,,Titan,Track lighting accessories,Accessories
3229411,Titan accessories,Titan Tilkobling 240V Sort Venstre,,,,,Titan,Track lighting accessories,Accessories
3229400,TITAN Track,Titan Track 1 M Matt Hvit,,,,,Titan,Track lighting,Product
3229401,TITAN Track,Titan Track 1 M Matt Sort,,,,,Titan,Track lighting,Product
3229402,TITAN Track,Titan Track 2 M Matt Hvit,,,,,Titan,Track lighting,Product
3229403,TITAN Track,Titan Track 2 M Matt Sort,,,,,Titan,Track lighting,Product
3229404,TITAN Track,Titan Track 3 M Matt Hvit,,,,,Titan,Track lighting,Product
3229405,TITAN Track,Titan Track 3 M Matt Sort,,,,,Titan,Track lighting,Product
3109620,TUBE Wall,Tube Maxi 38W Down Aysm Grafitt 3000K,,,,,Tube,Ceiling- and wall luminaire,Product
3109622,TUBE Wall,Tube Maxi LED 2x36W Smal / Asym bred Grafitt 3000K,,,,,Tube,Ceiling- and wall luminaire,Product
3109621,TUBE Wall,Tube Maxi Led 38W Down Aysm Sølv 3000K,,,,,Tube,Ceiling- and wall luminaire,Product
3109465,TUBE Wall,Tube Maxi Wall Downlight LED 36W 3000K 19° Grafitt,,,,,Tube,Ceiling- and wall luminaire,Product
3109462,TUBE Wall,Tube Maxi Wall Up/Downlight LED 2x36W 3000K 19° Grafitt,,,,,Tube,Ceiling- and wall luminaire,Product
3109610,TUBE Wall,Tube Medium 17W LED Asymmetrisk Grafitt 3000K,,,,,Tube,Ceiling- and wall luminaire,Product
3109611,TUBE Wall,Tube Medium 17W LED Asymmetrisk Sølv 3000K,,,,,Tube,Ceiling- and wall luminaire,Product
3109464,TUBE Wall,Tube Medium Wall DownLight LED 17W 3000K 19° Grafitt,,,,,Tube,Ceiling- and wall luminaire,Product
3109461,TUBE Wall,Tube Medium Wall Up/DownLight LED 2x17W 3000K 19° Grafitt,,,,,Tube,Ceiling- and wall luminaire,Product
3109463,TUBE Wall,Tube Mini Down LED 13W 3000K 25° Grafitt,,,,,Tube,Ceiling- and wall luminaire,Product
3109531,TUBE Ceiling,Tube Mini Tak 13W LED 3K Grafitt,,,,,Tube,Ceiling- and wall luminaire,Product
3109300,TUBE Ceiling,"Tube Mini Tak 6,5W GU10 IP65 Grafitt",,,,,Tube,Ceiling- and wall luminaire,Product
3109301,TUBE Ceiling,"Tube Mini Tak 6,5W GU10 LED IP65 Hvit",,,,,Tube,Ceiling- and wall luminaire,Product
3109302,TUBE Ceiling,"Tube Mini Tak 6,5W GU10 LED IP65 Sølv",,,,,Tube,Ceiling- and wall luminaire,Product
3109255,TUBE Wall,"Tube Mini Up/Down 2x6,5W GU10 LED IP65 Grafitt",,,,,Tube,Ceiling- and wall luminaire,Product
3109303,TUBE Wall,"Tube Mini Up/Down 2x6,5W GU10 LED IP65 Hvit",,,,,Tube,Ceiling- and wall luminaire,Product
3109304,TUBE Wall,"Tube Mini Up/Down 2x6,5W GU10 LED IP65 Sølv",,,,,Tube,Ceiling- and wall luminaire,Product
3109460,TUBE Wall,Tube Mini Up/Down LED 2x13W 3000K 25° Grafitt,,,,,Tube,Ceiling- and wall luminaire,Product
3109521,TUBE Bollard,Tube Pullert 13W LED 3K Grafitt,,,,,Tube,Inground and bollards,Product
3109326,TUBE Bollard,"Tube Pullert 6,5W GU10 LED IP65 Grafitt",,,,,Tube,Inground and bollards,Product
3109511,TUBE Bollard,Tube Pullert IP65 Sølv,,,,,Core,Inground and bollards,Product
3109752,TUBUS,Tubus 2x5W Hvit,,,,,Tubus,Ceiling- and wall luminaire,Product
3109750,TUBUS,Tubus 2x5W Sort,,,,,Tubus,Ceiling- and wall luminaire,Product
3305872,TYFON,Tyfon 30W IP65 Klar/Prism (1x58W),,,,,Tyfon,Ceiling- and wall luminaire,Product
3305871,TYFON,Tyfon 48W IP65 Klar/Prism (2x36W),,,,,Tyfon,Ceiling- and wall luminaire,Product
3306401,TYFON,Tyfon 48W Sensor IP65,,,,,Tyfon,Ceiling- and wall luminaire,Product
3305873,TYFON,Tyfon 60W IP65 Klar/Prism (2x58W),,,,,Tyfon,Ceiling- and wall luminaire,Product
3306403,TYFON,Tyfon 60W Sensor IP65,,,,,Tyfon,Ceiling- and wall luminaire,Product
3224920,UNIBOKS,Uniboks innf.boks for DL høy Hvit,,,,,Uniboks,Downlight accessories,Accessories
3224921,UNIBOKS,Uniboks innf.boks for DL lav Hvit,,,,,Uniboks,Downlight accessories,Accessories
3225515,UNICONE cob,UniCone COB 8W Matt Hvit,,,,,Unicone,Downlight,Product
3229416,UNICONE Safe Asym,UniCone Safe Asym SGU10 Matt Hvit,,,,,Unicone,Downlight,Product
3229415,UNICONE Safe,UniCone Safe SGU10 Matt Hvit,,,,,Unicone,Downlight,Product
3225516,UNICONE+,UniCone+ 8W 2700K Matt Hvit,,,,,Unicone,Downlight,Product
3225520,UNICONE+,UniCone+ 8W 2700K Matt Sort,,,,,Unicone,Downlight,Product
3229418,UNICONE+ Asym,UniCone+ 9W Asym WarmDim Matt Hvit,,,,,Unicone,Downlight,Product
3229417,UNICONE+,UniCone+ 9W WarmDim Matt Hvit,,,,,Unicone,Downlight,Product
3225524,UNICONE+,UniCone+ 9W WarmDim Matt Sort,,,,,Unicone,Downlight,Product
1405908,UNIDIM Dobbel,UniDim Dobbel 2x100W LED dimmer,,,,,Unidim,Dimmers,Product
1405950,UNIDIM+ DALI Broadcast,UniDim+ DALI Broadcast dimmer,,,,,Unidim,Dimmers,Product
1405922,UNIDIM+ accessories,Unidim+ Servicepakke Liten Sort,,,,,Unidim,Dimmers accessories,Accessories
1405921,UNIDIM+ accessories,Unidim+ Servicepakke Liten Sølv,,,,,Unidim,Dimmers accessories,Accessories
1405920,UNIDIM+ accessories,Unidim+ Servicepk. Liten Hvit,,,,,Unidim,Dimmers accessories,Accessories
1405930,UNIDIM+ accessories,Unidim+ Servicepk. Stor Hvit,,,,,Unidim,Dimmers accessories,Accessories
1405932,UNIDIM+ accessories,Unidim+ Servicepk. Stor Sort,,,,,Unidim,Dimmers accessories,Accessories
1405931,UNIDIM+ accessories,Unidim+ Servicepk. Stor Sølv,,,,,Unidim,Dimmers accessories,Accessories
1405903,UNIDIM+ Universaldimmer,UniDim+ Universaldimmer KDT-500IE,,,,,Unidim,Dimmers,Product
3109277,SONIC SPOT accessories,Unilamp Sonic 0083 Jordspyd,,,,,Sonic,Spotlight and floodlight accessories,Accessories
3109291,SONIC SPOT accessories,Unilamp Sonic 0168 Feste for Tre/Stolpe,,,,,Sonic,Spotlight and floodlight accessories,Accessories
3225575,UNOCOB+,UnoCob+ 4W 3000K 450mA Ra96 Matt Hvit,,,,,Unocob,Downlight,Product
3225586,UNOCOB+,UnoCob+ 4W 450mA Ra96 Børstet Stål,,,,,Unocob,Downlight,Product
3225585,UNOCOB+,UnoCob+ 4W 450mA Ra96 Matt Hvit,,,,,Unocob,Downlight,Product
3225571,UNOCOB+,UnoCob+ 4W WarmDim 160mA Børstet Stål,,,,,Unocob,Downlight,Product
3225570,UNOCOB+,UnoCob+ 4W WarmDim 160mA Matt Hvit,,,,,Unocob,Downlight,Product
3225588,UNOCOB+ Pack,UnoCob+ pack 3x4W Børstet stål,,,,,Unocob,Downlight,Product
3225587,UNOCOB+ Pack,UnoCob+ pack 3x4W Matt Hvit,,,,,Unocob,Downlight,Product
3225573,UNOCOB+ Pack,UnoCob+ pack WarmDim 3x4W Børstet Stål,,,,,Unocob,Downlight,Product
3225572,UNOCOB+ Pack,UnoCob+ pack WarmDim 3x4W Matt Hvit,,,,,Unocob,Downlight,Product
1405970,WIDIM,WiDim 250 WiFi Veggdimmer 2-250W,,,,,Unidim,Dimmers,Product
1405980,WIDIM,WiDim B 250 WiFi innfellingsdimmer 3-250W,,,,,Unidim,Dimmers,Product
3109261,ZET,"ZET1 Round Led 6,5W IP67 Stål",,,,,Zet,Inground and bollards,Product
3109640,ZOUK 1,Zouk 1 IP65 9W Grafitt 3000K,,,,,Zouk,Orientation light,Product
3109642,ZOUK 1,Zouk 1 IP65 9W Hvit 3000K,,,,,Zouk,Orientation light,Product
3109641,ZOUK 1,Zouk 1 IP65 9W Sølv 3000K,,,,,Zouk,Orientation light,Product
3109870,ZOUK 1,ZOUK 1 Veggbrakett Grafitt,,,,,Zouk,Orientation light accessories,Accessories
3109645,ZOUK 2,Zouk 2 IP65 9W Grafitt 3000K,,,,,Zouk,Orientation light,Product
3109647,ZOUK 2,Zouk 2 IP65 9W Hvit 3000K,,,,,Zouk,Orientation light,Product
3109646,ZOUK 2,Zouk 2 IP65 9W Sølv 3000K,,,,,Zouk,Orientation light,Product
3109810,ZOUK 3,Zouk 3 IP65 9W Grafitt 3000K,,,,,Zouk,Orientation light,Product
3109812,ZOUK 3,Zouk 3 IP65 9W Hvit 3000K,,,,,Zouk,Orientation light,Product
,,,,,,,,,
,,,,,,,60,,